series_name,series_slug_tr,series_slug_en,release_date,figure_name,figure_slug_tr,figure_slug_en,figure_number,figure_code,character_name,short_description_tr,short_description_en,figure_role,figure_type,min_price,max_price,avg_price,price_updated_at,rarity_level,rarity_score,series_score,value_score,demand_score,view_count_30d,collection_count_30d,favorite_count_30d,rating_count,piece_count,accessory_count,main_color,image_url,thumbnail_url,is_featured,is_active,is_published
LEGO® Minifigürler Serisi 12,lego-minifigurler-serisi-12,lego-minifigures-series-12,2014-10-01,Pizza Delivery Guy,pizza-delivery-guy,pizza-delivery-guy,11,col12-11,Pizza Delivery Guy,"Pizza Delivery Guy, şehrin hızlı kahramanıdır. Sıcak pizzaları zamanında ulaştırmak onun görevidir. Neşeli, enerjik ve çalışkandır. Her teslimat bir zaferdir.",,Emekçi,Çalışkan / Enerjik,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 12,lego-minifigurler-serisi-12,lego-minifigures-series-12,2014-10-01,Rock Star,rock-star,rock-star,12,col12-12,Rock Star,"Rock Star, sahnelerin asi yıldızıdır. Gitarıyla kalpleri fetheder. Tutkulu, özgüvenli ve yaratıcıdır. Müziğiyle dünyayı sallamayı sever.",,Sanatçı,Asi / Tutkulu,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 12,lego-minifigurler-serisi-12,lego-minifigures-series-12,2014-10-01,Swashbuckler,swashbuckler,swashbuckler,13,col12-13,Swashbuckler,"Swashbuckler, kılıcıyla efsaneleşmiş cesur bir maceracıdır. Her düello bir gösteridir. Kurnaz, hızlı ve karizmatiktir. Onuruyla savaşır, keyifle yaşar.",,Kahraman,Karizmatik / Cesur,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 12,lego-minifigurler-serisi-12,lego-minifigures-series-12,2014-10-01,Piggy Guy,piggy-guy,piggy-guy,14,col12-14,Piggy Guy,"Piggy Guy, sevimli kostümüyle eğlencenin sembolüdür. Çocuk ruhunu korur, neşesi bulaşıcıdır. Masum, pozitif ve eğlencelidir.",,Eğlendirici,Masum / Pozitif,8,8,8,,Yaygın,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 12,lego-minifigurler-serisi-12,lego-minifigures-series-12,2014-10-01,Genie Girl,genie-girl,genie-girl,15,col12-15,Genie Girl,"Genie Girl, dilekleriyle mutluluk dağıtan büyülü bir varlıktır. Enerjik, yardımsever ve sihirli bir karakterdir. Her dileğin ardında küçük bir mucize saklıdır.",,Büyülü Varlık,Yardımsever / Enerjik,9,9,9,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 12,lego-minifigurler-serisi-12,lego-minifigures-series-12,2014-10-01,Spooky Girl,spooky-girl,spooky-girl,16,col12-16,Spooky Girl,"Spooky Girl, gotik tarzıyla dikkat çeken gizemli bir karakterdir. Karanlığı sever ama kalbi yumuşaktır. Sessiz, duygusal ve derin düşüncelidir.",,Gotik Karakter,Duygusal / Gizemli,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,King,king,king,1,col13-1,King,"King, gücü ve adaleti temsil eden bilge bir hükümdardır. Tacı gururunun sembolüdür. Halkına karşı adil, düşmanlarına karşı kararlıdır. Her kararında bilgelik vardır.",,Kral,Bilge / Adaletli,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Sheriff,sheriff,sheriff,2,col13-2,Sheriff,"Sheriff, vahşi batının adalet simgesidir. Rozetiyle düzeni sağlar, kanun kaçaklarını adalete getirir. Cesur, kararlı ve soğukkanlı bir kahramandır.",,Kahraman,Cesur / Soğukkanlı,9,9,9,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Unicorn Girl,unicorn-girl,unicorn-girl,3,col13-3,Unicorn Girl,"Unicorn Girl, hayal gücünün ve masumiyetin sembolüdür. Kostümüyle neşe saçar. Pozitif, saf ve hayalperest bir karakterdir. Herkese mutluluk aşılar.",,Eğlendirici,Masum / Neşeli,11,11,11,,Nadir,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Snake Charmer,snake-charmer,snake-charmer,4,col13-4,Snake Charmer,"Snake Charmer, doğu mistisizminin zarif temsilcisidir. Kobra’sıyla uyum içinde dans eder. Sakin, bilge ve etkileyicidir. Ritim ve sezgiyle hayatı yönlendirir.",,Sanatçı,Sakin / Etkileyici,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Evil Wizard,evil-wizard,evil-wizard,5,col13-5,Evil Wizard,"Evil Wizard, karanlık büyülerin ustasıdır. Gücünü hırsından alır. Tehlikeli, kurnaz ve gizemlidir. Her büyüsü bir planın parçasıdır.",,Büyücü,Kurnaz / Güçlü,12,12,12,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Goblin,goblin,goblin,6,col13-6,Goblin,"Goblin, yeraltı dünyasının hınzır karakteridir. Hazine avında kurnazlığıyla öne çıkar. Komik, açgözlü ama sempatiktir. Macera onun doğasında vardır.",,Yaratık,Komik / Kurnaz,9,9,9,,Yaygın,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Paleontologist,paleontologist,paleontologist,7,col13-7,Paleontologist,"Paleontologist, geçmişin izlerini sabırla araştıran bilim insanıdır. Fosillerle zamanı okur. Meraklı, sabırlı ve dikkatli bir karakterdir. Her bulgu bir hikaye taşır.",,Bilim İnsanı,Meraklı / Sabırlı,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Carpenter,carpenter,carpenter,8,col13-8,Carpenter,"Carpenter, emeğiyle dünyalar kuran bir ustadır. Her tahtayı sanata dönüştürür. Çalışkan, sabırlı ve üretkendir. Eline aldığı her aletle hayat inşa eder.",,Emekçi,Üretken / Dikkatli,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Hot Dog Man,hot-dog-man,hot-dog-man,9,col13-9,Hot Dog Man,"Hot Dog Man, eğlencenin ve mizahın vücut bulmuş halidir. Kostümüyle herkesi güldürür. Neşeli, dost canlısı ve enerjiktir. Her etkinliğin yıldızıdır.",,Eğlendirici,Pozitif / Enerjik,11,11,11,,Nadir,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Samurai,samurai,samurai,10,col13-10,Samurai,"Samurai, onur ve disiplini hayatının merkezine koymuş bir savaşçıdır. Kılıcıyla değil, ruhuyla savaşır. Sessiz, kararlı ve onurludur.",,Savaşçı,Onurlu / Disiplinli,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Disco Diva,disco-diva,disco-diva,11,col13-11,Disco Diva,"Disco Diva, müziğin ritmiyle ışıldayan enerjik bir sanatçıdır. Sahneyi renklendirir, her adımı ışıltıdır. Özgüvenli, eğlenceli ve karizmatiktir.",,Sanatçı,Karizmatik / Eğlenceli,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Alien Trooper,alien-trooper,alien-trooper,12,col13-12,Alien Trooper,"Alien Trooper, galaksinin koruyucu askeridir. Teknolojik zırhıyla barışı savunur. Disiplinli, kararlı ve görev odaklıdır. Evrenin sessiz bekçisidir.",,Asker,Görev Odaklı / Disiplinli,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Egyptian Warrior,egyptian-warrior,egyptian-warrior,13,col13-13,Egyptian Warrior,"Egyptian Warrior, antik medeniyetlerin görkemli savaşçısıdır. Cesur, gururlu ve tarihe sadıktır. Her mücadelesiyle geçmişin onurunu yaşatır.",,Savaşçı,Gururlu / Cesur,9,9,9,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Galaxy Trooper,galaxy-trooper,galaxy-trooper,14,col13-14,Galaxy Trooper,"Galaxy Trooper, yıldızlararası düzenin koruyucusudur. Soğukkanlı, stratejik ve güçlüdür. Görevini her şeyin önünde tutar. Uzayın sonsuzluğunda bile disiplinini korur.",,Asker,Stratejik / Güçlü,9,9,9,,Yaygın,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Fencer,fencer,fencer,15,col13-15,Fencer,"Fencer, zarafet ve hızın birleştiği dövüş sanatçısıdır. Kılıcıyla rakiplerini incelikle alt eder. Sakin, odaklı ve asil bir karakterdir.",,Dövüşçü,Zarif / Odaklı,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 13,lego-minifigurler-serisi-13,lego-minifigures-series-13,2015-01-01,Lady Cyclops,lady-cyclops,lady-cyclops,16,col13-16,Lady Cyclops,"Lady Cyclops, mitolojik dünyanın güçlü dişisidir. Tek gözüyle her gerçeği görür. Korkusuz, asi ve kararlıdır. Gücünü yalnızlığından alır.",,Mitolojik Karakter,Güçlü / Asi,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Bartman,bartman,bartman,1,colSIM2-1,Bartman,"Bartman, adalet için sokağa çıkan Bart’ın kahraman kimliğidir. Asi, cesur ve mizahi bir süper kahramandır.",,Süper Kahraman,Cesur / Asi,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Fallout Boy (Milhouse),fallout-boy-milhouse,fallout-boy-milhouse,2,colSIM2-2,Fallout Boy (Milhouse),"Fallout Boy (Milhouse), dostluğun gücünü temsil eder. Her durumda Bart’ın yanında olur, bazen korkak ama sadıktır.",,Yardımcı Kahraman,Sadık / Komik,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Lisa Simpson (Snowball II with saxophone),lisa-simpson-snowball-ii-with-saxophone,lisa-simpson-snowball-ii-with-saxophone,3,colSIM2-3,Lisa Simpson (Snowball II with saxophone),"Lisa Simpson (Snowball II with saxophone), müzikle duygularını ifade eder. Duygusal, bilge ve ilham vericidir.",,Müzisyen,Duygusal / Bilge,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Maggie Simpson (Santa’s Little Helper),maggie-simpson-santa-s-little-helper,maggie-simpson-santa-s-little-helper,4,colSIM2-4,Maggie Simpson (Santa’s Little Helper),"Maggie Simpson (Santa’s Little Helper), sevimliliğiyle aileyi bir arada tutar. Sessizliğiyle huzur verir.",,Bebek,Sessiz / Sevimli,9,9,9,,Yaygın,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Homer Simpson (in suit),homer-simpson-in-suit,homer-simpson-in-suit,5,colSIM2-5,Homer Simpson (in suit),"Homer Simpson (in suit), ciddi görünse de içten içe hâlâ komiktir. Ailesi için çabalar ama genelde işler ters gider.",,Baba,Komik / Düzensiz,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Marge Simpson (in fancy dress),marge-simpson-in-fancy-dress,marge-simpson-in-fancy-dress,6,colSIM2-6,Marge Simpson (in fancy dress),"Marge Simpson (in fancy dress), zarafeti ve anlayışıyla dikkat çeker. Şıklığıyla Springfield’ın kraliçesidir.",,Anne,Zarif / Anlayışlı,10,10,10,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Comic Book Guy,comic-book-guy,comic-book-guy,7,colSIM2-7,Comic Book Guy,"Comic Book Guy, geek kültürünün sembolüdür. Alaycı, bilgili ama içten içe hassastır.",,Koleksiyoncu,Alaycı / Bilgili,11,11,11,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Martin Prince,martin-prince,martin-prince,8,colSIM2-8,Martin Prince,"Martin Prince, okulun dahi öğrencisidir. Saflığı ve zekâsıyla dikkat çeker.",,Dahi Çocuk,Zeki / Saf,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Professor Frink,professor-frink,professor-frink,9,colSIM2-9,Professor Frink,"Professor Frink, bilimle yaşayan bir dâhidir. Deneyleri her zaman planlandığı gibi gitmez.",,Bilim Adamı,Eksantrik / Komik,11,11,11,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Hans Moleman,hans-moleman,hans-moleman,10,colSIM2-10,Hans Moleman,"Hans Moleman, talihsizlik abidesidir. Her olayda başına iş gelir ama sevimliliğini kaybetmez.",,Talihsiz Adam,Saf / Şanssız,9,9,9,,Yaygın,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Selma Bouvier,selma-bouvier,selma-bouvier,11,colSIM2-11,Selma Bouvier,"Selma Bouvier, sigarası ve sert tavırlarıyla tanınır. Romantik ama realisttir.",,Ablalardan Biri,Sert / Romantik,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Patty Bouvier,patty-bouvier,patty-bouvier,12,colSIM2-12,Patty Bouvier,"Patty Bouvier, ablasıyla aynı tavırları paylaşır. Sert, esprili ve net bir karakterdir.",,Ablalardan Biri,Soğuk / Net,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Groundskeeper Willie,groundskeeper-willie,groundskeeper-willie,13,colSIM2-13,Groundskeeper Willie,"Groundskeeper Willie, okulun sert ama içten hizmetlisidir. Güçlü, kaba ama iyi kalplidir.",,Hizmetli,Güçlü / İyi Kalpli,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Waylon Smithers,waylon-smithers,waylon-smithers,14,colSIM2-14,Waylon Smithers,"Waylon Smithers, Mr. Burns’e sadakatiyle bilinir. Nezaket ve düzenin simgesidir.",,Yardımcı,Nazik / Sadık,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Dr. Hibbert,dr-hibbert,dr-hibbert,15,colSIM2-15,Dr. Hibbert,"Dr. Hibbert, neşeli bir doktordur. Kahkahasıyla her anı hafifletir, profesyonel ama sıcak bir karakterdir.",,Doktor,Neşeli / Profesyonel,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi The Simpsons 2,lego-minifigurler-serisi-the-simpsons-2,lego-minifigures-series-the-simpsons-2,2015-05-01,Edna Krabappel,edna-krabappel,edna-krabappel,16,colSIM2-16,Edna Krabappel,"Edna Krabappel, okulun disiplinli ama duygusal öğretmenidir. Mizahi yönüyle tanınır.",,Öğretmen,Disiplinli / Mizahi,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Wolf Guy,wolf-guy,wolf-guy,1,col14-1,Wolf Guy,kontrolsüzdür. İnsan ve canavar arasında bir denge arar.,,Yaratık,Güçlü / Kontrolsüz,9,9,9,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Zombie Pirate,zombie-pirate,zombie-pirate,2,col14-2,Zombie Pirate,"Zombie Pirate, okyanusların lanetli korsanıdır. Sonsuza kadar denizlerde dolaşır. Cesur ama huzursuzdur. Kılıcıyla değil lanetiyle savaşır.",,Korsan,Lanetli / Cesur,9,9,9,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Monster Scientist,monster-scientist,monster-scientist,3,col14-3,Monster Scientist,"Monster Scientist, çılgın fikirlerin adamıdır. Deneyleri çoğu zaman patlayıcı sonuçlar doğurur. Zeki, sabırsız ve tutkuludur. Bilimin sınırlarını zorlamaktan korkmaz.",,Bilim İnsanı,Deli / Tutkulu,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Wacky Witch,wacky-witch,wacky-witch,4,col14-4,Wacky Witch,"Wacky Witch, büyüyle eğlenceyi harmanlayan çılgın bir cadıdır. Süpürgesiyle gökyüzünde uçar, sihirleriyle şakalar yapar. Neşeli, garip ama zeki bir karakterdir.",,Büyücü,Eğlenceli / Garip,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Plant Monster,plant-monster,plant-monster,5,col14-5,Plant Monster,"Plant Monster, doğanın intikamını temsil eder. Kökleriyle avını sarar. Güçlü, sessiz ve kararlıdır. Doğayı korumak için savaşır.",,Yaratık,Güçlü / Sessiz,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Fly Monster,fly-monster,fly-monster,6,col14-6,Fly Monster,"Fly Monster, laboratuvar hatası sonucu oluşmuş garip bir yaratıktır. Uçar, vızıldar ama asla pes etmez. Hızlı, komik ve dayanıklıdır.",,Yaratık,Komik / Dayanıklı,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Square Foot,square-foot,square-foot,7,col14-7,Square Foot,"Square Foot, efsanelerde adı geçen dev ayaklı yaratıklardandır. Korkutucu görünür ama aslında utangaçtır. Sessiz, barışçıl ve yalnızdır.",,Efsanevi Yaratık,Utangaç / Barışçıl,10,10,10,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Specter,specter,specter,8,col14-8,Specter,"Specter, ölümün soğuk sessizliğinden gelen bir ruhtur. Zincirleri geçmişin ağırlığını taşır. Hüzünlü, ürkütücü ama adaletlidir.",,Hayalet,Hüzünlü / Adaletli,9,9,9,,Yaygın,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Banshee,banshee,banshee,9,col14-9,Banshee,"Banshee, ölümün habercisi olan hayalet kadındır. Çığlığıyla geceyi deler. Acı dolu ama asil bir karakterdir. Geçmişten kopamamıştır.",,Hayalet,Asil / Trajik,10,10,10,,Nadir,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Spider Lady,spider-lady,spider-lady,10,col14-10,Spider Lady,"Spider Lady, ağlarıyla düşmanlarını hapseden karanlık bir güzelliktir. Zarif ama ölümcüldür. Stratejik, soğukkanlı ve büyüleyicidir.",,Kötü Karakter,Zarif / Soğukkanlı,11,11,11,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Tiger Woman,tiger-woman,tiger-woman,11,col14-11,Tiger Woman,"Tiger Woman, içindeki vahşi enerjiyi kontrol eden cesur bir dövüşçüdür. Güçlü, çevik ve bağımsızdır. Her kükremesiyle meydan okur.",,Dövüşçü,Güçlü / Bağımsız,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Gargoyle,gargoyle,gargoyle,12,col14-12,Gargoyle,"Gargoyle, eski tapınakların taş koruyucusudur. Gündüz taş, gece canlıdır. Sessiz, koruyucu ve sarsılmaz bir varlıktır.",,Koruyucu,Sessiz / Sadık,10,10,10,,Nadir,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Skeleton Guy,skeleton-guy,skeleton-guy,13,col14-13,Skeleton Guy,"Skeleton Guy, mizahi bir korku figürüdür. Korkutmak ister ama genelde güldürür. Neşeli, saf ve eğlencelidir.",,Eğlendirici,Komik / Masum,9,9,9,,Yaygın,,,,,0,0,0,0,4,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Zombie Cheerleader,zombie-cheerleader,zombie-cheerleader,14,col14-14,Zombie Cheerleader,"Zombie Cheerleader, ölüler diyarında bile enerjisini kaybetmeyen bir figürdür. Neşeli, tuhaf ama pozitif bir karakterdir. Her zombi maçında moral kaynağıdır.",,Eğlendirici,Pozitif / Tuhaf,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Zombie Businessman,zombie-businessman,zombie-businessman,15,col14-15,Zombie Businessman,"Zombie Businessman, kariyer hırsını mezardan bile sürdürür. Evrak çantasıyla işe gider. Komik, yorgun ama kararlıdır. Kurumsal dünyanın ölü ruhunu temsil eder.",,Ofis Karakteri,Komik / Yorgun,9,9,9,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 14,lego-minifigurler-serisi-14,lego-minifigures-series-14,2015-09-01,Monster Rocker,monster-rocker,monster-rocker,16,col14-16,Monster Rocker,"Monster Rocker, karanlığın sahnesinde müzik yapan asi bir yaratıktır. Gitarı fırtına gibi çalar. Tutkulu, özgür ve enerjiktir.",,Sanatçı,Asi / Tutkulu,10,10,10,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 15,lego-minifigurler-serisi-15,lego-minifigures-series-15,2016-01-01,Farmer,farmer,farmer,1,col15-1,Farmer,"Farmer, doğayla iç içe yaşayan çalışkan bir emekçidir. Tarlasına ve hayvanlarına özenle bakar. Mütevazı, sabırlı ve üretkendir. Her sabah güne umutla başlar.",,Emekçi,Sabırlı / Üretken,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 15,lego-minifigurler-serisi-15,lego-minifigures-series-15,2016-01-01,Astronaut,astronaut,astronaut,2,col15-2,Astronaut,"Astronaut, uzayın derinliklerinde bilinmeyeni keşfeden cesur bir kaşiftir. Görevine sadıktır. Soğukkanlı, odaklı ve disiplinlidir. Sonsuzluğa doğru ilerlerken korku bilmez.",,Kaşif,Cesur / Disiplinli,9,9,9,,Nadir,,,,,0,0,0,0,6,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 15,lego-minifigurler-serisi-15,lego-minifigures-series-15,2016-01-01,Laser Mech,laser-mech,laser-mech,3,col15-3,Laser Mech,"Laser Mech, teknolojik zırhı ve lazer silahlarıyla donatılmış geleceğin savaşçısıdır. Güçlü, hızlı ve görevine bağlıdır. Adalet için savaşır, sistemin koruyucusudur.",,Asker,Teknolojik / Görev Odaklı,9,9,9,,Nadir,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
LEGO® Minifigürler Serisi 15,lego-minifigurler-serisi-15,lego-minifigures-series-15,2016-01-01,Clumsy Guy,clumsy-guy,clumsy-guy,4,col15-4,Clumsy Guy,"Clumsy Guy, sakarlığıyla tanınan sevimli bir karakterdir. Her düşüşünde gülümsemeyi başarır. Pozitif, saf ve dayanıklıdır. Hatalarını mizaha dönüştürür.",,Eğlendirici,Saf / Pozitif,8,8,8,,Yaygın,,,,,0,0,0,0,5,,,,,FALSE,TRUE,TRUE
